"","X","year","EU","country","avgIGO","fdi","income","incomeGrowth","loan","polity","pop","rank","corruptControl","stateFragility","elecDem","interact","income.f","polity.f","loan.f","income.dollars"
"92",92,2006,0,"Jamaica",60,7.07522583007812,8.93208599090576,0.00264106714166701,3.25019669532776,9,26.91444,86,-0.256821990013123,66.8,0.791,0.0237696040421724,"Moderately Low","Democratic","High Debt",7571.0420403841
"93",93,2007,0,"Jamaica",60,6.33106994628906,8.94154644012451,0.00105915335007012,2.80550789833069,9,27.04606,89,-0.297688394784927,65.1,0.803,0.00953237991780043,"Moderately Low","Democratic","High Debt",7643.00737459382
"94",94,2008,0,"Jamaica",60,10.0639095306396,8.92959880828857,-0.00133619306143373,2.3913254737854,9,27.17344,91,-0.295590400695801,65.7,0.81,-0.0120257372036576,"Moderately Low","Democratic","High Debt",7552.23487435068
"95",95,2009,0,"Jamaica",60,4.02999830245972,8.87984657287598,-0.00557160936295986,3.30780506134033,9,27.29575,108,-0.284784108400345,68.6,0.786,-0.0501444861292839,"Moderately Low","Democratic","High Debt",7185.68817175119
"96",96,2010,0,"Jamaica",60,1.40828239917755,8.86057567596436,-0.00217018346302211,4.38588953018188,9,27.41253,111,-0.231325000524521,67.4,0.781,-0.0195316504687071,"Moderately Low","Democratic","High Debt",7048.53925146749
"97",97,2011,0,"Jamaica",60,1.19638669490814,8.87361907958984,0.00147207186091691,4.63138628005981,9,27.52358,108,-0.162444800138474,67.1,0.781,0.0132486466318369,"Moderately Low","Democratic","High Debt",7141.07839461916
"98",98,2012,0,"Jamaica",60,2.7927622795105,8.86371898651123,-0.00111567706335336,4.45394325256348,9,27.62965,107,-0.257782697677612,65.8,0.802,-0.0100410934537649,"Moderately Low","Democratic","High Debt",7070.72985694778
"116",116,2007,0,"Trinidad and Tobago",57,3.83508157730103,10.3321485519409,0.00379427918232977,0,10,13.0926,4,-0.043367899954319,67.6,0.755,0.0379427932202816,"High","Democratic","No Debt",30704.0102457244
"117",117,2008,0,"Trinidad and Tobago",57,10.0494222640991,10.3608465194702,0.00277754105627537,0,10,13.15372,4,-0.0643965974450111,67,0.763,0.0277754105627537,"High","Democratic","No Debt",31597.9182572617
"118",118,2009,0,"Trinidad and Tobago",57,3.69800639152527,10.3111934661865,-0.00479237409308553,0,10,13.21624,4,-0.0410869009792805,66.7,0.757,-0.0479237399995327,"High","Democratic","No Debt",30067.2995406977
"119",119,2010,0,"Trinidad and Tobago",57,2.47947144508362,10.3053789138794,-0.000563906796742231,0,10,13.28095,3,-0.173851102590561,66.1,0.782,-0.00563906785100698,"High","Democratic","No Debt",29892.9789440326
"120",120,2011,0,"Trinidad and Tobago",57,0.161394387483597,10.3004207611084,-0.000481122813653201,0,10,13.3479,4,-0.109660997986794,63.7,0.794,-0.00481122825294733,"High","Democratic","No Debt",29745.1318148549
"121",121,2012,0,"Trinidad and Tobago",57,0,10.3089160919189,0.000824755697976798,0,10,13.41579,4,-0.155371904373169,64.4,0.794,0.0082475570961833,"High","Democratic","No Debt",29998.902958297
"138",138,2006,0,"Mexico",87,2.11851406097412,9.62132263183594,0.00352293299511075,0,8,1113.82857,77,-0.261169910430908,73.1,0.7,0.028183463960886,"Moderately High","Democratic","No Debt",15082.9859889204
"139",139,2007,0,"Mexico",87,3.14158082008362,9.63741493225098,0.0016725662862882,0,8,1131.39374,79,-0.272644698619843,72.6,0.675,0.0133805302903056,"Moderately High","Democratic","No Debt",15327.6694098794
"140",140,2008,0,"Mexico",87,2.90002536773682,9.63504505157471,-0.000245904200710356,0.528524398803711,8,1149.72821,79,-0.244697198271751,72.2,0.686,-0.00196723360568285,"Moderately High","Democratic","Low Debt",15291.3876710095
"141",141,2009,0,"Mexico",87,2.16262578964233,9.5705451965332,-0.0066942973062396,1.12689352035522,8,1168.15612,78,-0.301022410392761,75.4,0.687,-0.0535543784499168,"Moderately High","Democratic","Low Debt",14336.230256911
"142",142,2010,0,"Mexico",87,1.98480594158173,9.60592269897461,0.00369649822823703,1.17806351184845,8,1186.17542,80,-0.361549198627472,76.1,0.669,0.0295719858258963,"Moderately High","Democratic","Low Debt",14852.4883964104
"143",143,2011,0,"Mexico",87,2.06215643882751,9.62974262237549,0.00247971224598587,1.15125524997711,8,1203.65271,84,-0.402119785547256,75.1,0.669,0.0198376979678869,"Moderately High","Democratic","Low Debt",15210.5207555425
"144",144,2012,0,"Mexico",87,1.47444021701813,9.65526580810547,0.00265045347623527,1.2244063615799,8,1220.70963,80,-0.411823898553848,73.6,0.653,0.0212036278098822,"Moderately High","Democratic","Low Debt",15603.7384398133
"161",161,2006,0,"Guatemala",67,2.1014678478241,8.74394989013672,0.00337552023120224,2.12207913398743,8,134.90041,163,-0.805733501911163,84.3,0.633,0.027004161849618,"Moderately Low","Democratic","High Debt",6272.62301682485
"162",162,2007,0,"Guatemala",67,2.51868009567261,8.78253841400146,0.00441316841170192,2.16838932037354,8,137.97629,161,-0.742176175117493,81.4,0.619,0.0353053472936153,"Moderately Low","Democratic","High Debt",6519.40513634493
"163",163,2008,0,"Guatemala",67,1.91918432712555,8.79267024993896,0.00115363416261971,2.05897283554077,8,141.06687,168,-0.647653222084045,80.6,0.611,0.00922907330095768,"Moderately Low","Democratic","High Debt",6585.79443440763
"164",164,2009,0,"Guatemala",67,1.84569036960602,8.77608776092529,-0.00188594462815672,2.94724678993225,8,144.18033,167,-0.526855885982513,80.6,0.603,-0.0150875570252538,"Moderately Low","Democratic","High Debt",6477.48606360265
"165",165,2010,0,"Guatemala",67,2.04554176330566,8.78281784057617,0.000766865559853613,3.31915736198425,8,147.32261,168,-0.53220921754837,81.2,0.588,0.00613492447882891,"Moderately Low","Democratic","High Debt",6521.22708593004
"166",166,2011,0,"Guatemala",67,2.39148664474487,8.80230331420898,0.00221859011799097,2.92127513885498,8,150.4928,169,-0.527978003025055,80.1,0.577,0.0177487209439278,"Moderately Low","Democratic","High Debt",6649.54236646511
"167",167,2012,0,"Guatemala",67,2.50779366493225,8.81056499481201,0.000938581652007997,2.7677173614502,8,153.68759,168,-0.658761322498322,79.4,0.571,0.00750865321606398,"Moderately Low","Democratic","High Debt",6704.70632137197
"184",184,2006,0,"Honduras",65,6.61878776550293,8.32695579528809,0.00547414785251021,3.2215301990509,7,70.07029,143,-0.831946790218353,76.7,0.534,0.0383190363645554,"Low","Democratic","High Debt",4133.8142017371
"185",185,2007,0,"Honduras",65,7.87687826156616,8.36907768249512,0.00505849765613675,3.26872992515564,7,71.33737,139,-0.788445770740509,74.8,0.567,0.0354094840586185,"Moderately Low","Democratic","High Debt",4311.65751103806
"186",186,2008,0,"Honduras",65,8.70792484283447,8.39305400848389,0.00286487070843577,3.25341010093689,7,72.5947,140,-0.904884517192841,74.9,0.562,0.0200540944933891,"Moderately Low","Democratic","High Debt",4416.28449021046
"187",187,2009,0,"Honduras",65,3.3898720741272,8.35154819488525,-0.00494525767862797,3.44288015365601,7,73.83098,146,-0.904352128505707,77.2,0.479,-0.0346168056130409,"Moderately Low","Democratic","High Debt",4236.73495961406
"188",188,2010,0,"Honduras",65,3.83460569381714,8.37195491790771,0.00244346586987376,3.80249309539795,7,75.03875,151,-0.892019808292389,80,0.432,0.017104260623455,"Moderately Low","Democratic","High Debt",4324.0810288378
"189",189,2011,0,"Honduras",65,5.88680124282837,8.39405059814453,0.00263924989849329,4.13144540786743,7,76.21414,152,-0.825196504592896,78.3,0.464,0.0184747502207756,"Moderately Low","Democratic","High Debt",4420.68790750746
"190",190,2012,0,"Honduras",65,5.83609485626221,8.41956901550293,0.00304005993530154,4.36828947067261,7,77.36131,151,-0.954058170318604,78.5,0.454,0.0212804190814495,"Moderately Low","Democratic","High Debt",4534.94854143695
"207",207,2006,0,"El Salvador",57,1.50707316398621,8.8896312713623,0.00394817488268018,2.67563152313232,7,59.67556,150,-0.2962906062603,76.1,0.578,0.0276372246444225,"Moderately Low","Democratic","High Debt",7256.34306865053
"208",208,2007,0,"El Salvador",57,9.11434650421143,8.92415809631348,0.0038839434273541,2.41565370559692,7,59.86414,151,-0.371979087591171,74.9,0.577,0.02718760445714,"Moderately Low","Democratic","High Debt",7511.25691535074
"209",209,2008,0,"El Salvador",57,5.02060222625732,8.93384552001953,0.00108552805613726,2.27472949028015,7,60.04199,156,-0.361731886863708,75.5,0.573,0.00759869627654552,"Moderately Low","Democratic","High Debt",7584.37523590868
"210",210,2009,0,"El Salvador",57,2.09486436843872,8.8991584777832,-0.00388265517540276,3.28144860267639,8,60.21368,156,-0.250378400087357,77.2,0.617,-0.0310612414032221,"Moderately Low","Democratic","High Debt",7325.8061159056
"211",211,2010,0,"El Salvador",57,0,8.90991020202637,0.00120817311108112,4.99918603897095,8,60.38306,159,-0.276941210031509,78.1,0.596,0.00966538488864899,"Moderately Low","Democratic","High Debt",7404.99611477873
"212",212,2011,0,"El Salvador",57,0.603930711746216,8.92903995513916,0.00214701984077692,5.03130483627319,8,60.55208,162,-0.261907488107681,76,0.596,0.0171761587262154,"Moderately Low","Democratic","High Debt",7548.01546323147
"213",213,2012,0,"El Salvador",57,2.01123929023743,8.94486904144287,0.00177276460453868,4.62479162216187,8,60.72233,157,-0.412717014551163,74.4,0.606,0.0141821168363094,"Moderately Low","Democratic","High Debt",7668.44427591254
"230",230,2006,0,"Nicaragua",67,4.24030065536499,8.26033782958984,0.00335122575052083,3.77984046936035,8,54.50217,128,-0.673169076442719,82.4,0.627,0.0268098060041666,"Low","Democratic","High Debt",3867.40040210655
"231",231,2007,0,"Nicaragua",67,5.14186429977417,8.2987585067749,0.00465122330933809,4.33002376556396,9,55.22119,131,-0.765121102333069,80,0.494,0.0418610088527203,"Low","Democratic","High Debt",4018.879883232
"232",232,2008,0,"Nicaragua",67,7.38263511657715,8.31385040283203,0.00181857275310904,4.08917713165283,9,55.94524,134,-0.762405812740326,81.7,0.471,0.0163671541959047,"Low","Democratic","High Debt",4079.99239257709
"233",233,2009,0,"Nicaragua",67,5.2285327911377,8.27307033538818,-0.00490507576614618,5.03688812255859,9,56.66595,133,-0.724971413612366,82.6,0.491,-0.0441456809639931,"Low","Democratic","High Debt",3916.95691998334
"234",234,2010,0,"Nicaragua",67,5.59334564208984,8.29201126098633,0.00228946749120951,5.1059627532959,9,57.37722,133,-0.752831518650055,82.5,0.476,0.020605206489563,"Low","Democratic","High Debt",3991.85478787263
"235",235,2011,0,"Nicaragua",67,9.57918643951416,8.34032440185547,0.00582646811380982,4.84706020355225,9,58.07787,136,-0.726589679718018,81.2,0.461,0.0524382144212723,"Moderately Low","Democratic","High Debt",4189.4485859425
"236",236,2012,0,"Nicaragua",67,7.28921318054199,8.37851715087891,0.00457928841933608,4.73080062866211,9,58.77034,135,-0.774571776390076,79.6,0.401,0.0412135943770409,"Moderately Low","Democratic","High Debt",4352.54996366392
"253",253,2006,0,"Costa Rica",67,7.96888589859009,9.30256366729736,0.00757183460518718,0,10,43.0879,131,0.444858908653259,49.6,0.919,0.0757183432579041,"Moderately High","Democratic","No Debt",10966.0966255074
"254",254,2007,0,"Costa Rica",67,8.38132858276367,9.36494255065918,0.00670555839315057,0,10,43.69465,124,0.516526281833649,50.5,0.916,0.0670555830001831,"Moderately High","Democratic","No Debt",11671.935342628
"255",255,2008,0,"Costa Rica",67,7.95778751373291,9.37824440002441,0.00142038776539266,0,10,44.29506,126,0.551820814609528,50.9,0.908,0.0142038781195879,"Moderately High","Democratic","No Debt",11828.2308736008
"256",256,2009,0,"Costa Rica",67,5.28301620483398,9.3548583984375,-0.00249364390037954,0,10,44.88261,126,0.752068281173706,52.5,0.908,-0.0249364394694567,"Moderately High","Democratic","No Debt",11554.8252403704
"257",257,2010,0,"Costa Rica",67,5.11669874191284,9.39059066772461,0.0038196484092623,1.52910614013672,10,45.45273,130,0.708160400390625,52,0.923,0.0381964854896069,"Moderately High","Democratic","Low Debt",11975.1705904248
"258",258,2011,0,"Costa Rica",67,6.4673318862915,9.42270278930664,0.00341960624791682,1.38789999485016,10,46.00487,130,0.648954212665558,50.6,0.916,0.034196063876152,"Moderately High","Democratic","Low Debt",12365.9596768661
"259",259,2012,0,"Costa Rica",67,5.80183696746826,9.46149158477783,0.00411652540788054,1.25910401344299,10,46.54148,130,0.618261575698853,49.7,0.925,0.041165255010128,"Moderately High","Democratic","Low Debt",12855.0445436528
"276",276,2006,0,"Panama",67,16.2294902801514,9.43238830566406,0.00684533501043916,1.02237582206726,9,33.786,110,-0.323002010583878,59.6,0.776,0.0616080164909363,"Moderately High","Democratic","Low Debt",12486.3122792941
"277",277,2007,0,"Panama",67,10.4432830810547,9.52917766571045,0.0102613838389516,1.0162855386734,9,34.38398,111,-0.300416499376297,59.4,0.776,0.092352457344532,"Moderately High","Democratic","Low Debt",13755.2749975476
"278",278,2008,0,"Panama",67,9.50075721740723,9.59440612792969,0.00684513011947274,1.0767776966095,9,34.98679,113,-0.0863936021924019,58.6,0.776,0.0616061724722385,"Moderately High","Democratic","Low Debt",14682.4198415948
"279",279,2009,0,"Panama",67,4.00307750701904,9.59305667877197,-0.000140649572131224,1.60436940193176,9,35.59401,107,-0.295197486877441,59.7,0.791,-0.00126584619283676,"Moderately High","Democratic","Low Debt",14662.6200249339
"280",280,2010,0,"Panama",67,8.65854358673096,9.63210678100586,0.00407066335901618,1.42760491371155,9,36.20506,107,-0.320766896009445,59.3,0.796,0.0366359688341618,"Moderately High","Democratic","Low Debt",15246.5233806486
"281",281,2011,0,"Panama",67,12.6724662780762,9.72688388824463,0.00983970705419779,1.15090072154999,9,36.81979,105,-0.316994696855545,57.8,0.796,0.0885573625564575,"Moderately High","Democratic","Low Debt",16762.2378475243
"282",282,2012,0,"Panama",67,8.36488342285156,9.79852867126465,0.00736564584076405,1.20921146869659,9,37.43761,104,-0.358022809028625,56.1,0.796,0.0662908107042313,"Moderately High","Democratic","Low Debt",18007.2308709403
"299",299,2006,0,"Colombia",76,4.15192317962646,9.2110652923584,0.00569922151044011,2.80851888656616,7,438.35744,116,-0.122551001608372,91.8,0.522,0.0398945510387421,"Moderately High","Democratic","High Debt",10007.251832005
"300",300,2007,0,"Colombia",76,4.28402185440063,9.26557636260986,0.00591799849644303,2.2939887046814,7,443.74647,116,-0.215963497757912,89.7,0.527,0.0414259880781174,"Moderately High","Democratic","High Debt",10567.8997778718
"301",301,2008,0,"Colombia",76,4.32988166809082,9.28862285614014,0.00248732441104949,2.22944283485413,7,449.0166,115,-0.237616807222366,89,0.546,0.017411271110177,"Moderately High","Democratic","High Debt",10814.2810183985
"302",302,2009,0,"Colombia",76,3.43619394302368,9.29360771179199,0.000536662526428699,2.81041359901428,7,454.16276,115,-0.309453010559082,89.2,0.546,0.0037566376850009,"Moderately High","Democratic","High Debt",10868.3232326655
"303",303,2010,0,"Colombia",76,2.2401967048645,9.32156848907471,0.00300860311836004,2.61444139480591,7,459.18101,116,-0.385390996932983,88.2,0.572,0.0210602208971977,"Moderately High","Democratic","High Debt",11176.498328139
"304",304,2011,0,"Colombia",76,4.36676168441772,9.37480449676514,0.00571105675771832,2.26069831848145,7,464.06446,113,-0.288793712854385,87,0.655,0.0399773977696896,"Moderately High","Democratic","High Debt",11787.6128048334
"305",305,2012,0,"Colombia",76,4.06842613220215,9.40427303314209,0.00314337620511651,2.08456373214722,7,468.81018,119,-0.387451410293579,84.4,0.647,0.0220036339014769,"Moderately High","Democratic","High Debt",12140.1452988067
"322",322,2006,0,"Venezuela (Bolivarian Republic of)",82,0.107915125787258,9.73314571380615,0.00801587477326393,0,5,272.21228,56,-1.04250597953796,81.2,0.456,0.0400793738663197,"Moderately High","Anocracies","No Debt",16867.5293714804
"323",323,2007,0,"Venezuela (Bolivarian Republic of)",82,1.89178860187531,9.80068397521973,0.00693899625912309,0,5,276.70659,59,-1.11323404312134,79.8,0.439,0.0346949808299541,"Moderately High","Anocracies","No Debt",18046.0837817322
"324",324,2008,0,"Venezuela (Bolivarian Republic of)",82,0.659274458885193,9.83612537384033,0.00361621682532132,0,5,281.16716,50,-1.16721999645233,77.9,0.406,0.0180810838937759,"Moderately High","Anocracies","No Debt",18697.1310977481
"325",325,2009,0,"Venezuela (Bolivarian Republic of)",82,0,9.78798389434814,-0.00489435391500592,0,-3,285.58607,46,-1.19217503070831,79.5,0.428,0.0146830622106791,"Moderately High","Anocracies","No Debt",17818.3462617621
"326",326,2010,0,"Venezuela (Bolivarian Republic of)",82,0.402601927518845,9.75779342651367,-0.0030844418797642,0,-3,289.95745,45,-1.22751998901367,78.7,0.431,0.00925332587212324,"Moderately High","Anocracies","No Debt",17288.4413393496
"327",327,2011,0,"Venezuela (Bolivarian Republic of)",82,1.85002505779266,9.7839241027832,0.00267792888917029,0,-3,294.27631,51,-1.17388904094696,78.2,0.418,-0.00803378690034151,"Moderately High","Anocracies","No Debt",17746.1541315633
"328",328,2012,0,"Venezuela (Bolivarian Republic of)",82,1.30767893791199,9.8242654800415,0.00412323093041778,0,-3,298.54238,44,-1.2681690454483,77.3,0.413,-0.012369692325592,"Moderately High","Anocracies","No Debt",18476.6948675462
"345",345,2006,0,"Ecuador",75,0.579950869083405,9.09258460998535,0.00290354248136282,1.62377309799194,7,139.6749,107,-0.751305878162384,81.2,0.772,0.0203247964382172,"Moderately Low","Democratic","Low Debt",8889.1313247776
"346",346,2007,0,"Ecuador",75,0.380084246397018,9.0973539352417,0.000524529081303626,1.36566627025604,5,142.05479,103,-0.771818876266479,79.9,0.727,0.00262264534831047,"Moderately Low","Anocracies","Low Debt",8931.62774237718
"347",347,2008,0,"Ecuador",75,1.71144902706146,9.14208602905273,0.00491704465821385,1.01057374477386,5,144.476,105,-0.687103807926178,80.3,0.717,0.024585222825408,"Moderately High","Anocracies","Low Debt",9340.22881253342
"348",348,2009,0,"Ecuador",75,0.493522763252258,9.13100719451904,-0.00121184973977506,0.867483556270599,5,146.9131,101,-0.804220378398895,81.2,0.649,-0.00605924893170595,"Moderately Low","Anocracies","Low Debt",9237.32106454616
"349",349,2010,0,"Ecuador",75,0.238245189189911,9.1492223739624,0.00199487083591521,0.655247807502747,5,149.34692,99,-0.773099005222321,81.7,0.644,0.0099743539467454,"Moderately High","Anocracies","Low Debt",9407.12231051929
"350",350,2011,0,"Ecuador",75,0.812406003475189,9.20884895324707,0.00651711970567703,0,5,151.7728,100,-0.708450615406036,82.2,0.634,0.0325855985283852,"Moderately High","Anocracies","No Debt",9985.09692883105
"351",351,2012,0,"Ecuador",75,0.645398080348969,9.24790096282959,0.00424070470035076,0,5,154.19493,100,-0.578062117099762,80.1,0.626,0.0212035235017538,"Moderately High","Anocracies","No Debt",10382.7490513855
"368",368,2006,0,"Peru",76,3.91065669059753,8.95412254333496,0.00678752968087792,2.97070741653442,9,279.49958,146,-0.200190395116806,79.2,0.798,0.0610877685248852,"Moderately Low","Democratic","High Debt",7739.73356863993
"369",369,2007,0,"Peru",76,5.37428665161133,9.023681640625,0.00776838790625334,2.59230661392212,9,282.92768,144,-0.246270596981049,76.4,0.764,0.0699154883623123,"Moderately Low","Democratic","High Debt",8297.26847834373
"370",370,2008,0,"Peru",76,5.74335718154907,9.09890174865723,0.00833585578948259,2.24947118759155,9,286.42048,139,-0.186953902244568,77.5,0.76,0.0750227048993111,"Moderately Low","Democratic","High Debt",8945.4629400095
"371",371,2009,0,"Peru",76,5.32237529754639,9.0968656539917,-0.000223773677134886,2.3556056022644,9,290.01563,138,-0.305230110883713,77.1,0.745,-0.00201396318152547,"Moderately Low","Democratic","High Debt",8927.26766057832
"372",372,2010,0,"Peru",76,5.73082637786865,9.16524410247803,0.00751670403406024,2.00981664657593,9,293.73644,136,-0.228810802102089,76.9,0.784,0.0676503330469131,"Moderately High","Democratic","High Debt",9559.0545286515
"373",373,2011,0,"Peru",76,4.27401351928711,9.21470642089844,0.00539672700688243,1.5910656452179,9,297.59891,133,-0.21995909512043,73.6,0.791,0.0485705435276031,"Moderately High","Democratic","Low Debt",10043.7559400022
"374",374,2012,0,"Peru",76,6.1190013885498,9.25919246673584,0.00482772244140506,1.26397132873535,9,301.58768,133,-0.370449900627136,73.5,0.759,0.0434495024383068,"Moderately High","Democratic","Low Debt",10500.6502913336
"391",391,2006,0,"Brazil",88,1.74949336051941,9.4381275177002,0.00292397220619023,0.875209748744965,8,1906.9824,88,-0.109041601419449,63.1,0.871,0.0233917776495218,"Moderately High","Democratic","Low Debt",12558.179907525
"392",392,2007,0,"Brazil",88,3.19089484214783,9.48551559448242,0.0050209192559123,0.692609012126923,8,1927.8452,88,-0.0759290978312492,66.9,0.878,0.0401673540472984,"Moderately High","Democratic","Low Debt",13167.6138088386
"393",393,2008,0,"Brazil",88,2.9906632900238,9.52406024932861,0.00406352756544948,0.629237949848175,8,1947.697,89,0.00789000000804663,67.6,0.878,0.0325082205235958,"Moderately High","Democratic","Low Debt",13685.0633323262
"394",394,2009,0,"Brazil",88,1.88845586776733,9.5121898651123,-0.001246357569471,0.603792309761047,8,1967.013,91,-0.0693086013197899,69.1,0.878,-0.00997086055576801,"Moderately High","Democratic","Low Debt",13523.5767227959
"395",395,2010,0,"Brazil",88,4.00440120697021,9.57576274871826,0.00668330676853657,0.612224638462067,8,1986.1421,88,0.04628000035882,67.4,0.879,0.0534664541482925,"Moderately High","Democratic","Low Debt",14411.2257627636
"396",396,2011,0,"Brazil",88,3.86659121513367,9.60448360443115,0.00299932830967009,0,8,2005.1758,88,0.165902093052864,65.1,0.883,0.0239946264773607,"Moderately High","Democratic","No Debt",14831.1296337279
"397",397,2012,0,"Brazil",88,3.51317954063416,9.61297225952148,0.000883822096511722,0,8,2024.0158,89,-0.0372770987451077,64.1,0.882,0.00707057677209377,"Moderately High","Democratic","No Debt",14957.5618382813
"414",414,2006,0,"Bolivia (Plurinational State of)",65,2.45168232917786,8.43495559692383,0.00353308138437569,2.0375452041626,8,92.83345,108,-0.434567213058472,82.9,0.791,0.0282646510750055,"Moderately Low","Democratic","High Debt",4605.26547777161
"415",415,2007,0,"Bolivia (Plurinational State of)",65,2.79183793067932,8.46269702911377,0.00328886532224715,1.97594034671783,8,94.41482,106,-0.403706610202789,82,0.76,0.0263109225779772,"Moderately Low","Democratic","Low Debt",4734.81071502565
"416",416,2008,0,"Bolivia (Plurinational State of)",65,3.07260179519653,8.50572395324707,0.00508430413901806,1.68886005878448,8,95.99916,104,-0.523221909999847,84.2,0.719,0.0406744331121445,"Moderately Low","Democratic","Low Debt",4942.98141405891
"417",417,2009,0,"Bolivia (Plurinational State of)",65,2.43967819213867,8.52233028411865,0.00195237121079117,1.82479894161224,7,97.58799,103,-0.63031667470932,86.3,0.716,0.0136665981262922,"Moderately Low","Democratic","Low Debt",5025.75155093292
"418",418,2010,0,"Bolivia (Plurinational State of)",65,3.16544365882874,8.5465612411499,0.00284323142841458,1.80718398094177,7,99.18245,102,-0.465761303901672,84.9,0.731,0.0199026204645634,"Moderately Low","Democratic","Low Debt",5149.01771827374
"419",419,2011,0,"Bolivia (Plurinational State of)",65,3.58444213867188,8.58129024505615,0.00406350614503026,1.64883971214294,7,100.78238,99,-0.569419503211975,82.9,0.73,0.0284445434808731,"Moderately Low","Democratic","Low Debt",5330.97935965216
